nct_id,title,condition,intervention,enrollment,phase,completion_date,outcomes,results,descriptions,is_digital,effect_size,statistical_significance,clinical_relevance,is_placebo_trial,is_open_label,study_type,status
NCT02942979,"Maintaining Independence and Sobriety Through Systems Integration, Outreach, and Networking","Co-Occurring Disorders, Homelessness, Substance Abuse Disorder, Mental Illness",Not specified,108,Not specified,Not specified,Not specified,Not specified,"Maintaining Independence and Sobriety Through Systems Integration, Outreach, and Networking",True,0.2,True,High,False,False,OBSERVATIONAL,COMPLETED
NCT02331979,Improving Bladder Function in SCI by Neuromodulation,Spinal Cord Injury,Electromagnetic Neuromodulation,24,NA,Not specified,Not specified,Not specified,Improving Bladder Function in SCI by Neuromodulation,True,0.2,False,High,False,False,INTERVENTIONAL,RECRUITING
NCT01735279,Studying the Effects of Administration of Polyunsaturated Fatty Acids (PUFAS) of Omega-3 Series in Nicotine Dependence,"Tobacco Dependence, Nicotine Dependence",Omega 3; Placebo,58,PHASE3,Not specified,Not specified,Not specified,Studying the Effects of Administration of Polyunsaturated Fatty Acids (PUFAS) of Omega-3 Series in Nicotine Dependence,False,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT05188079,"Effect of Acute Nitrate Supplementation on Vascular Function in Hispanic, Black and White Population",Healthy Adults,Beetroot juice; Placebo drink,90,NA,Not specified,Not specified,Not specified,"Effect of Acute Nitrate Supplementation on Vascular Function in Hispanic, Black and White Population",True,0.3,True,Low,True,False,INTERVENTIONAL,RECRUITING
NCT06701279,Role of Electrocardiogram Abnormalities in Prediction of Mortality in Patients with Isolated Traumatic Brain Injury,Traumatic Brain Injury,Not specified,54,Not specified,Not specified,Not specified,Not specified,Role of Electrocardiogram Abnormalities in Prediction of Mortality in Patients with Isolated Traumatic Brain Injury,True,0.2,True,High,False,False,OBSERVATIONAL,NOT_YET_RECRUITING
NCT06597279,Developing Tools for Dialysis Decision Support,Chronic Kidney Diseases,Web-based dialysis decision support tool,25,NA,Not specified,Not specified,Not specified,Developing Tools for Dialysis Decision Support,True,0.2,False,High,False,False,INTERVENTIONAL,RECRUITING
NCT06512779,Developing a Treatment Clustering System for Obstructive Sleep Apnea Using Polysomnographic Physiological Signals,Obstructive Sleep Apnea of Adult,Control Group; Surgical Intervention; Oropharyngeal Training (face-to-face); Oropharyngeal Training (telerehabilitation); Continuous Positive Airway Pressure,150,NA,Not specified,Not specified,Not specified,Developing a Treatment Clustering System for Obstructive Sleep Apnea Using Polysomnographic Physiological Signals,True,0.2,True,High,False,False,INTERVENTIONAL,RECRUITING
NCT05372679,REDUCED 1 - Renal Denervation Using Ultrasonic Catheter EmitteD Energy Study /,Uncontrolled Stage 2 Hypertension,Renal denervation,25,NA,Not specified,Not specified,Not specified,REDUCED 1 - Renal Denervation Using Ultrasonic Catheter EmitteD Energy Study /,True,0.2,False,High,False,True,INTERVENTIONAL,ACTIVE_NOT_RECRUITING
NCT00541879,Obesity and Diabetes Prevention Through Science Enrichment,"Type 2 Diabetes, Obesity",Program ENERGY; comparison,2909,NA,Not specified,Not specified,Not specified,Obesity and Diabetes Prevention Through Science Enrichment,True,0.2,True,Medium,False,False,INTERVENTIONAL,COMPLETED
NCT03573479,Early Rehabilitation in Critically Ill Children - The PICU Liber8 Study,"Delirium, Withdrawal Syndrome, Hospital Acquired Condition, Critical Illness Myopathy, Critical Illness",PICU Liber8 Bundle,130,Not specified,Not specified,Not specified,Not specified,Early Rehabilitation in Critically Ill Children - The PICU Liber8 Study,True,0.2,True,Medium,False,False,OBSERVATIONAL,COMPLETED
NCT06074679,Clinical Study of Single Incision Laparoscopic Cholecystectomy in the Treatment of Patients With Acute Cholecystitis,"Cholecystectomy, Laparoscopic",Open cholecystectomy,600,NA,Not specified,Not specified,Not specified,Clinical Study of Single Incision Laparoscopic Cholecystectomy in the Treatment of Patients With Acute Cholecystitis,True,0.2,True,High,False,True,INTERVENTIONAL,RECRUITING
NCT01684579,Exercising Our ABC's (African- American Breast Cancer Survivors),Breast Cancer,Resistance Exercise; Aerobic Exercise; Behavioral Group Counseling,19,EARLY_PHASE1,Not specified,Not specified,Not specified,Exercising Our ABC's (African- American Breast Cancer Survivors),True,0.2,False,High,False,False,INTERVENTIONAL,COMPLETED
NCT06195579,Nurtured Heart Parenting Intervention for Child Behavioural Problems,"Parent-Child Relations, Child Behavior Problem","Transforming the Intense Child Workbook (Glasser, 2016)",6,NA,Not specified,Not specified,Not specified,Nurtured Heart Parenting Intervention for Child Behavioural Problems,True,0.2,False,Medium,False,False,INTERVENTIONAL,COMPLETED
NCT01510379,Reletex Versus Standard of Care Therapy for Post-Operative Nausea Control in Patients Undergoing Foregut Surgery,Nausea and Vomiting Post-foregut Surgery,Reletex; IV ondansetron 4 mg q 6 hours for a total of 4 doses; IV promethazine 25 mg q 6 hours prn; Elixir promethazine 25 mg q 6 hours prn after discharge,100,NA,Not specified,Not specified,Not specified,Reletex Versus Standard of Care Therapy for Post-Operative Nausea Control in Patients Undergoing Foregut Surgery,True,0.2,True,High,False,False,INTERVENTIONAL,COMPLETED
NCT02477579,"A Prospective, Multi-Center, Pivotal Study to Evaluate the Safety and Effectiveness of the NovaCross™ Micro-catheter in Facilitating Crossing Chronic Total Occlusion (CTO) Coronary Lesions",Chronic Total Occlusion of Coronary Artery,NovaCross,145,NA,Not specified,Not specified,Not specified,"A Prospective, Multi-Center, Pivotal Study to Evaluate the Safety and Effectiveness of the NovaCross™ Micro-catheter in Facilitating Crossing Chronic Total Occlusion (CTO) Coronary Lesions",True,0.2,True,High,False,True,INTERVENTIONAL,COMPLETED
NCT00050479,Laser and Medical Treatment of Diabetic Macular Edema,Macular Degeneration,Celecoxib (Celebrex),100,PHASE3,Not specified,Not specified,Not specified,Laser and Medical Treatment of Diabetic Macular Edema,True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT04213079,Treatments of Mal de Debarquement Syndrome (MdDS) by Habituation of Velocity Storage,Mal de Debarquement Syndrome (MdDS),re-adaptation of the vestibulo-ocular reflex; Habituation of velocity storage of the vestibulo-ocular reflex,47,NA,Not specified,Not specified,Not specified,Treatments of Mal de Debarquement Syndrome (MdDS) by Habituation of Velocity Storage,True,0.2,False,High,False,False,INTERVENTIONAL,COMPLETED
NCT03212079,Physical Activities by Technology Help (PATH),"Breast Cancer, Prostate Cancer, Lung Cancer, Colorectal Cancer, Cervical Cancer, Oral Cancer",Mycoach Smart Text; MyCoach on Amazon Alexa,42,NA,Not specified,Not specified,Not specified,Physical Activities by Technology Help (PATH),True,0.2,False,Medium,False,False,INTERVENTIONAL,COMPLETED
NCT02796079,A Clinical Study Using Autologous Bone Marrow Stem Cell for Diabetes Related Vascular Complications,"Peripheral Vascular Disease, Ischemia, Diabetic Foot",mesenchymal stem cells; saline,240,PHASE1,Not specified,Not specified,Not specified,A Clinical Study Using Autologous Bone Marrow Stem Cell for Diabetes Related Vascular Complications,False,0.3,True,High,True,False,INTERVENTIONAL,UNKNOWN
NCT02348879,"A Study to Examine the Safety, Pharmacokinetics and Pharmacodynamics of AMG 403 in Healthy Subject",Chronic Pain,AMG 403; Placebo,51,PHASE1,Not specified,Not specified,Not specified,"A Study to Examine the Safety, Pharmacokinetics and Pharmacodynamics of AMG 403 in Healthy Subject",True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT01399879,Measuring Skin Electrical Potential With the Kelvin Probe: Minimizing Noise,Healthy State,"Faraday cage, movement stabilization",24,Not specified,Not specified,Not specified,Not specified,Measuring Skin Electrical Potential With the Kelvin Probe: Minimizing Noise,True,0.2,False,High,False,False,OBSERVATIONAL,COMPLETED
NCT00612079,The Effect of Sertindole on Sensory Gating and Cognition in Healthy Volunteers,Healthy,Sertindole; Placebo,30,NA,Not specified,Not specified,Not specified,The Effect of Sertindole on Sensory Gating and Cognition in Healthy Volunteers,False,0.3,False,High,True,False,INTERVENTIONAL,COMPLETED
NCT02302079,A Study to Evaluate ASP8232 in Reducing Central Retinal Thickness in Subjects With Diabetic Macular Edema (DME),"Diabetes Mellitus, Diabetic Macular Edema",ASP8232; ranibizumab; Placebo; Sham intravitreal (IVT) injection,96,PHASE2,Not specified,Not specified,Not specified,A Study to Evaluate ASP8232 in Reducing Central Retinal Thickness in Subjects With Diabetic Macular Edema (DME),True,0.3,True,Medium,True,False,INTERVENTIONAL,COMPLETED
NCT04788979,The Adjunctive Use of Melatonin Therapy in the Treatment of Obese Periodontitis Patients (Clinical and Immunological Study).,Periodontal Diseases,Melatonin 5Mg Oral Tablet,80,PHASE1,Not specified,Not specified,Not specified,The Adjunctive Use of Melatonin Therapy in the Treatment of Obese Periodontitis Patients (Clinical and Immunological Study).,True,0.2,True,High,False,False,INTERVENTIONAL,UNKNOWN
NCT04094779,"Effect of ""breath of Fresh Air"" Flash Activity on Dementia Agitation : Pilot Study",Dementia,"Usual relation care; Flash activity ""breath of fresh air""",28,NA,Not specified,Not specified,Not specified,"Effect of ""breath of Fresh Air"" Flash Activity on Dementia Agitation : Pilot Study",True,0.2,False,Medium,False,False,INTERVENTIONAL,COMPLETED
NCT04668079,Modified Cross Body Stretch Verses Modified Sleeper Stretch in Basketball Players for Posterior Capsule Tightness,Shoulder Capsulitis,Modified cross body stretch; Modified sleeper stretch,32,NA,Not specified,Not specified,Not specified,Modified Cross Body Stretch Verses Modified Sleeper Stretch in Basketball Players for Posterior Capsule Tightness,True,0.2,False,High,False,False,INTERVENTIONAL,COMPLETED
NCT02819479,Low-dose Intra-arterial Bevacizumab for Edema and Radiation Necrosis Therapeutic Intervention (LIBERTI),Radiation Necrosis,25% Mannitol; Low-dose Intra-arterial Bevacizumab,10,PHASE2,Not specified,Not specified,Not specified,Low-dose Intra-arterial Bevacizumab for Edema and Radiation Necrosis Therapeutic Intervention (LIBERTI),True,0.3,False,High,True,True,INTERVENTIONAL,COMPLETED
NCT04328779,Multi-task Gait Training Mode to Enhance Walking Function in Patients With Chronic Stroke,Stroke,The multi-task overground walking training; The multi-task treadmill walking training; Traditional rehabilitation,68,NA,Not specified,Not specified,Not specified,Multi-task Gait Training Mode to Enhance Walking Function in Patients With Chronic Stroke,True,0.2,True,High,False,False,INTERVENTIONAL,COMPLETED
NCT01795079,Effects of Transcranial Direct Current Stimulation (tDCS) on Neuropathic Symptoms Following Burn Injury,"Burn Injury, Chronic Pain, Pruritus, Itching",Transcranial direct current stimulation (tDCS),34,NA,Not specified,Not specified,Not specified,Effects of Transcranial Direct Current Stimulation (tDCS) on Neuropathic Symptoms Following Burn Injury,True,0.2,False,High,False,True,INTERVENTIONAL,COMPLETED
NCT05341479,An Observational Study of Clinical Treatments for Patients With Oropharyngeal Carcinoma,Oropharynx Carcinoma,Surgery for early-stage OPC; RT for early-stage OPC; CRT for advanced OPC; Surgery for advanced OPC; Neoadjuvant treatment for advanced OPC,200,Not specified,Not specified,Not specified,Not specified,An Observational Study of Clinical Treatments for Patients With Oropharyngeal Carcinoma,True,0.2,True,High,False,True,OBSERVATIONAL,UNKNOWN
NCT03639779,Efficacy of Intralesional Sodium Thiosulfate Versus Intralesional Saline for Dystrophic and Idiopathic Calcinosis Cutis,Calcinosis Cutis,Sodium Thiosulfate; Saline Solution,5,PHASE4,Not specified,Not specified,Not specified,Efficacy of Intralesional Sodium Thiosulfate Versus Intralesional Saline for Dystrophic and Idiopathic Calcinosis Cutis,True,0.3,False,High,True,False,INTERVENTIONAL,TERMINATED
NCT00328679,Evaluation of Food Hypersensitivity in Children/Adolescents With Functional Dyspepsia,Dyspepsia,in vitro and in vivo allergy testing,41,PHASE1,Not specified,Not specified,Not specified,Evaluation of Food Hypersensitivity in Children/Adolescents With Functional Dyspepsia,True,0.2,False,High,False,False,INTERVENTIONAL,COMPLETED
NCT02372279,Prospective Randomized Study to Evaluate the Effect of Embryonic Observation on the Gestation (PROdE),Placenta; Implantation,Embryo observation,193,NA,Not specified,Not specified,Not specified,Prospective Randomized Study to Evaluate the Effect of Embryonic Observation on the Gestation (PROdE),True,0.2,True,High,False,False,INTERVENTIONAL,TERMINATED
NCT05639179,Novel Anti-CD19 Universal CAR-T Cells for r/r CD19+ B-ALL,"B-cell Acute Lymphoblastic Leukemia, B-ALL",UCAR-T Cells,30,PHASE1,Not specified,Not specified,Not specified,Novel Anti-CD19 Universal CAR-T Cells for r/r CD19+ B-ALL,True,0.2,False,High,False,True,INTERVENTIONAL,RECRUITING
NCT02224079,"Safety, Tolerability and Pharmacokinetics of Single Rising Doses of BIIB 722 CL and HPβCD in Young Healthy Male Volunteers",Healthy,BIIB 722 CL; Placebo,100,PHASE1,Not specified,Not specified,Not specified,"Safety, Tolerability and Pharmacokinetics of Single Rising Doses of BIIB 722 CL and HPβCD in Young Healthy Male Volunteers",True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT00613379,PRO 140 by IV Administration in Adults With HIV-1 Infection,HIV Infections,PRO 140; PRO 140; Placebo,30,PHASE2,Not specified,Not specified,Not specified,PRO 140 by IV Administration in Adults With HIV-1 Infection,True,0.3,False,High,True,False,INTERVENTIONAL,COMPLETED
NCT01093079,Laparoscopic Versus Open Partial Nephrectomy - Surgical and Oncological Outcomes,"Tumor, Nephrectomy, Laparoscopy",Laparoscopic partial nephrectomy; Open partial nephrectomy,100,Not specified,Not specified,Not specified,Not specified,Laparoscopic Versus Open Partial Nephrectomy - Surgical and Oncological Outcomes,True,0.2,True,High,False,True,OBSERVATIONAL,UNKNOWN
NCT05913479,Evaluation of the Efficacy and Safety of Mucogye® Gel as a Moisturizer,Vaginal Dryness,Mucogyne Gel,50,NA,Not specified,Not specified,Not specified,Evaluation of the Efficacy and Safety of Mucogye® Gel as a Moisturizer,True,0.2,False,High,False,True,INTERVENTIONAL,COMPLETED
NCT05693779,Exercise Therapy After Pulmonary Thromboendarterectomy or Balloon Pulmonary Angioplasty for Chronic Thromboembolic Pulmonary Hypertension,Chronic Thromboembolic Pulmonary Hypertension,Home exercise training,0,NA,Not specified,Not specified,Not specified,Exercise Therapy After Pulmonary Thromboendarterectomy or Balloon Pulmonary Angioplasty for Chronic Thromboembolic Pulmonary Hypertension,True,0.2,False,High,False,False,INTERVENTIONAL,WITHDRAWN
NCT06547879,Effect of a Daily Life Activity-Based Awareness Training Program on Hypertensive Individuals,"Hypertension, Cardiovascular Diseases, Self Efficacy, Treatment Adherence and Compliance, Health Behavior",Hypertension Self Management Program,70,NA,Not specified,Not specified,Not specified,Effect of a Daily Life Activity-Based Awareness Training Program on Hypertensive Individuals,True,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT02195479,A Study of Combination of Daratumumab and Velcade (Bortezomib) Melphalan-Prednisone (DVMP) Compared to Velcade Melphalan-Prednisone (VMP) in Participants With Previously Untreated Multiple Myeloma,Multiple Myeloma,Velcade; Melphalan; Prednisone; Daratumumab IV; Dexamethasone; Daratumumab SC,706,PHASE3,Not specified,Not specified,Not specified,A Study of Combination of Daratumumab and Velcade (Bortezomib) Melphalan-Prednisone (DVMP) Compared to Velcade Melphalan-Prednisone (VMP) in Participants With Previously Untreated Multiple Myeloma,True,0.2,True,High,False,True,INTERVENTIONAL,COMPLETED
NCT02916979,Myeloid-Derived Suppressor Cells and Checkpoint Immune Regulators' Expression in Allogeneic SCT Using FluBuATG,"Leukemia, Lymphoid, Leukemia, Myeloid, Myelodysplastic Syndromes, Myelofibrosis, Lymphoma, Malignant, Multiple Myeloma, Waldenstrom Macroglobulinemia",Fludarabine; Busulfan; Rabbit ATG; Methotrexate,20,PHASE1,Not specified,Not specified,Not specified,Myeloid-Derived Suppressor Cells and Checkpoint Immune Regulators' Expression in Allogeneic SCT Using FluBuATG,True,0.2,False,High,False,False,INTERVENTIONAL,COMPLETED
NCT05223179,Intramuscular CodaVax-H1N1 in Healthy Adults,"Influenza, Human",CODA-VAX H1N1; Flucelvax Quad; Saline,69,PHASE1,Not specified,Not specified,Not specified,Intramuscular CodaVax-H1N1 in Healthy Adults,False,0.3,True,High,True,False,INTERVENTIONAL,COMPLETED
NCT06785779,Short-term Treatment Satisfaction in Hidradenitis Suppurativa Patients Initiated on Cosentyx in Routine Clinical Practice in Saudi Arabia,Hidradenitis Suppurativa (HS),Secukinmab,77,Not specified,Not specified,Not specified,Not specified,Short-term Treatment Satisfaction in Hidradenitis Suppurativa Patients Initiated on Cosentyx in Routine Clinical Practice in Saudi Arabia,True,0.2,True,High,False,False,OBSERVATIONAL,NOT_YET_RECRUITING
NCT05381779,Comparison the Effects of Inspiratory Muscle Training and Aerobic Exercise Training in Patients With Post COVID-19,"COVID-19, Aerobic Exercise, Inspiratory Muscle Training, Physical Activity, Oxygen Consumption",Inspiratory Muscle Training Group; High Intensity Interval Training Group; Control Group,60,NA,Not specified,Not specified,Not specified,Comparison the Effects of Inspiratory Muscle Training and Aerobic Exercise Training in Patients With Post COVID-19,True,0.2,True,High,False,False,INTERVENTIONAL,UNKNOWN
